Site_Name,Cluster_ID,Cluster_Location,Cluster_Location_Time,Cluster_State,Lat,Long,Elevation_mabsl,Site_Comments,Sample_ID,Start_Time_Zone,Collection_Time_Zone,Collection_Date,Year,Season,Month,Sample_Comments,d2H,d18O,d2H_Analytical_SD,d18O_Analytical_SD,WI_Analysis_Source,Project_ID,Modality
West Jordan,NC,NC,NC,NC,40.60892,-111.98609,1396,,2653,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-122.4,-15.87,,,Tipple,Tipple,NC
Midvale,NC,NC,NC,NC,40.61028,-111.91077,1328,,2656,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-118.74,-15.64,,,Tipple,Tipple,NC
Cottonwood Heights,NC,NC,NC,NC,40.61903,-111.78969,1499,,2643,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.91,-15.92,,,Tipple,Tipple,NC
Midvale,NC,NC,NC,NC,40.62033,-111.87249,1354,,2642,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-117.88,-15.4,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.64802,-111.86725,,,2641,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.21,-16.17,,,Tipple,Tipple,NC
Murray,NC,NC,NC,NC,40.65838,-111.88741,1311,,2657,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.61,-16.14,,,Tipple,Tipple,NC
Holladay,NC,NC,NC,NC,40.66634,-111.83714,,,2639,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-124.7,-16.83,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.68752,-111.82372,,,2638,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.43,-16.05,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.68763,-111.86032,,,2640,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.79,-15.85,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.70071,-111.80205,1466,,2661,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-114.71,-14.64,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.70114,-111.85534,,,2637,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.24,-15.76,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.7249,-111.85432,1347,,2636,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-118.38,-15.6,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.73982,-111.8259,1440,,2660,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-118.1,-15.39,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.76123,-111.8726,,,2658,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-121.07,-16.14,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.77548,-111.87681,,,2659,,,05-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-118.5,-15.52,,,Tipple,Tipple,NC
Kearns,NC,NC,NC,NC,40.6395,-112.00755,,,2662,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.87,-15.7,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.65097,-111.9383,,,2664,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-121.86,-16.23,,,Tipple,Tipple,NC
Kearns,NC,NC,NC,NC,40.65352,-111.98597,1389,,2663,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.71,-15.64,,,Tipple,Tipple,NC
West Valley City,NC,NC,NC,NC,40.66685,-111.94048,1312,,2665,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-121.87,-16.25,,,Tipple,Tipple,NC
Magna,NC,NC,NC,NC,40.69568,-112.09278,1348,,2670,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-111.08,-14.01,,,Tipple,Tipple,NC
West Valley City,NC,NC,NC,NC,40.69608,-111.98611,1304,,2666,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-118.95,-15.49,,,Tipple,Tipple,NC
West Valley City,NC,NC,NC,NC,40.69634,-112.04391,1319,,2669,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.88,-15.65,,,Tipple,Tipple,NC
West Valley City,NC,NC,NC,NC,40.69679,-112.02415,,,2667,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.8,-15.62,,,Tipple,Tipple,NC
West Valley City,NC,NC,NC,NC,40.70558,-112.02441,,,2668,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.77,-15.73,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.71788,-111.93984,,,2671,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-129.01,-17.2,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.73373,-111.9382,1293,,2672,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.47,-15.84,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.75994,-111.93819,1291,,2673,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.89,-15.89,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.79053,-111.93658,1287,,2674,,,08-12-14,2014,fall,december,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.05,-15.82,,,Tipple,Tipple,NC
Colma,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.67315,-122.46533,,,2365,,,19-12-14,2014,fall,december,,-89.44,-11.62,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.73663,-122.48241,,,2366,,,19-12-14,2014,fall,december,,-98.93,-13.13,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.76627,-122.47618,,,2367,,,19-12-14,2014,fall,december,,-105.11,-13.77,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.77077,-122.4771,,,2368,,,19-12-14,2014,fall,december,,-103.74,-13.88,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.77133,-122.47218,,,2369,,,19-12-14,2014,fall,december,,-104.84,-13.93,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.78168,-122.46878,,,2371,,,19-12-14,2014,fall,december,,-101.9,-13.44,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.78358,-122.45155,,,2372,,,19-12-14,2014,fall,december,,-103.39,-13.62,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.78417,-122.40156,,,2364,,,19-12-14,2014,fall,december,,-104.45,-14.09,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.78875,-122.45043,,,2373,,,19-12-14,2014,fall,december,,-104.38,-13.79,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.79122,-122.43813,,,2375,,,19-12-14,2014,fall,december,,-105.3,-14.05,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.79126,-122.45395,,,2374,,,19-12-14,2014,fall,december,,-104.87,-14.04,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.79131,-122.42581,,,2376,,,19-12-14,2014,fall,december,,-104.05,-13.89,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.79247,-122.48335,,,2370,,,19-12-14,2014,fall,december,,-48.65,-7.18,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.80414,-122.45457,,,2377,,,19-12-14,2014,fall,december,,-51.8,-7.42,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.80639,-122.44797,,,2378,,,19-12-14,2014,fall,december,,-104.35,-14,,,Tipple,Tipple,multi
San Francisco,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.80658,-122.43462,,,2379,,,19-12-14,2014,fall,december,,-104.85,-14.21,,,Tipple,Tipple,multi
Sausalito,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.85683,-122.48021,,,2380,,,19-12-14,2014,fall,december,,-25.53,-3.62,,,Tipple,Tipple,multi
Sausalito,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.86001,-122.48891,,,2381,,,19-12-14,2014,fall,december,,-26.27,-2.96,,,Tipple,Tipple,multi
Sausalito,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.86773,-122.50435,,,2382,,,19-12-14,2014,fall,december,,-27.5,-3.75,,,Tipple,Tipple,multi
Marin City,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.87248,-122.51102,,,2383,,,19-12-14,2014,fall,december,,-29.98,-3.83,,,Tipple,Tipple,multi
Mill Valley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.8964,-122.52648,,,2384,,,19-12-14,2014,fall,december,,-27.04,-3.59,,,Tipple,Tipple,multi
Mill Valley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.89758,-122.50628,,,2385,,,19-12-14,2014,fall,december,,-29.62,-3.98,,,Tipple,Tipple,multi
Corte Madera,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.92015,-122.49995,,,2386,,,19-12-14,2014,fall,december,,-31.07,-4.37,,,Tipple,Tipple,multi
Corte Madera,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.92682,-122.52595,,,2387,,,19-12-14,2014,fall,december,,-26.76,-3.79,,,Tipple,Tipple,multi
Los Gatos,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.24404,-121.95966,102.317596,,2463,,,20-12-14,2014,fall,december,,-38.81,-6.36,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.24577,-121.88843,73.450775,,2462,,,20-12-14,2014,fall,december,,-47.04,-4.96,,,Tipple,Tipple,multi
Campbell,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.26668,-121.94114,72.796005,,2464,,,20-12-14,2014,fall,december,,-42.09,-6.17,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.27549,-121.86531,,,2461,,,20-12-14,2014,fall,december,,-41.75,-6.32,,,Tipple,Tipple,multi
Campbell,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.28367,-121.95885,0,,2465,,,20-12-14,2014,fall,december,,-66.67,-9.01,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.28583,-121.84242,,,2460,,,20-12-14,2014,fall,december,,-44.92,-6.23,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.32243,-121.99306,,,2470,,,20-12-14,2014,fall,december,,-50.7,-7.2,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.33276,-121.88473,,,2466,,,20-12-14,2014,fall,december,,-46.55,-6.43,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.34886,-121.8652,,,2467,,,20-12-14,2014,fall,december,,-40.63,-5.96,,,Tipple,Tipple,multi
Santa Clara,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.35188,-121.95874,,,2469,,,20-12-14,2014,fall,december,,-46.05,-6.68,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.35683,-121.93658,,,2468,,,20-12-14,2014,fall,december,,-51.2,-7.46,,,Tipple,Tipple,multi
Sunnyvale,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.36315,-122.02711,,,2471,,,20-12-14,2014,fall,december,,-74.64,-9.98,,,Tipple,Tipple,multi
Sunnyvale,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.37377,-122.05469,,,2472,,,20-12-14,2014,fall,december,,-76.01,-10.3,,,Tipple,Tipple,multi
San Jose,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.38721,-121.86045,,,2459,,,20-12-14,2014,fall,december,,-74.17,-10.11,,,Tipple,Tipple,multi
Mountain View,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.39162,-122.09651,,,2473,,,20-12-14,2014,fall,december,,-89.7,-12.24,,,Tipple,Tipple,multi
Mountain View,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.39776,-122.10503,,,2474,,,20-12-14,2014,fall,december,,-105.27,-14.13,,,Tipple,Tipple,multi
Milpitas,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.42715,-121.92174,,,2457,,,20-12-14,2014,fall,december,,-76.93,-10.15,,,Tipple,Tipple,multi
Milpitas,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.42842,-121.90951,,,2458,,,20-12-14,2014,fall,december,,-103.16,-14.09,,,Tipple,Tipple,multi
Menlo Park,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.45406,-122.18291,,,2475,,,20-12-14,2014,fall,december,,-104.72,-14.19,,,Tipple,Tipple,multi
Redwood City,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.47934,-122.22438,,,2476,,,20-12-14,2014,fall,december,,-103.7,-13.98,,,Tipple,Tipple,multi
Fremont,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.49104,-121.9492,,,2456,,,20-12-14,2014,fall,december,,-80.66,-10.51,,,Tipple,Tipple,multi
Redwood City,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.49421,-122.23534,,,2477,,,20-12-14,2014,fall,december,,-106.59,-14.01,,,Tipple,Tipple,multi
San Carlos,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.51136,-122.26619,,,2478,,,20-12-14,2014,fall,december,,-102.55,-13.88,,,Tipple,Tipple,multi
Newark,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.51966,-122.00866,,,2455,,,20-12-14,2014,fall,december,,-45.91,-6.44,,,Tipple,Tipple,multi
Belmont,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.52488,-122.28181,,,2479,,,20-12-14,2014,fall,december,,-103.65,-14.35,,,Tipple,Tipple,multi
San Mateo,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.53365,-122.32704,,,2482,,,20-12-14,2014,fall,december,,-103.91,-14.32,,,Tipple,Tipple,multi
Newark,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.54936,-122.04623,,,2454,,,20-12-14,2014,fall,december,,-46.96,-6.34,,,Tipple,Tipple,multi
San Mateo,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.55408,-122.31671,,,2483,,,20-12-14,2014,fall,december,,-104.96,-14.11,,,Tipple,Tipple,multi
Foster City,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.5588,-122.26977,,,2481,,,20-12-14,2014,fall,december,,-105.37,-14.38,,,Tipple,Tipple,multi
Foster City,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.56341,-122.27133,,,2480,,,20-12-14,2014,fall,december,,-104.06,-14.37,,,Tipple,Tipple,multi
Fremont,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.57093,-122.03146,,,2453,,,20-12-14,2014,fall,december,,-77.08,-10.46,,,Tipple,Tipple,multi
Union City,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.58347,-122.07673,0,,2452,,,20-12-14,2014,fall,december,,-69.22,-9.62,,,Tipple,Tipple,multi
Hayward,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.63418,-122.07929,,,2451,,,20-12-14,2014,fall,december,,-103.46,-14.09,,,Tipple,Tipple,multi
Hayward,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.66126,-122.09547,0,,2450,,,20-12-14,2014,fall,december,,-103.5,-13.76,,,Tipple,Tipple,multi
Hayward,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.66673,-122.10584,,,2448,,,20-12-14,2014,fall,december,,-40.02,-4.97,,,Tipple,Tipple,multi
Hayward,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.66678,-122.09671,0,,2449,,,20-12-14,2014,fall,december,,-104.52,-14.35,,,Tipple,Tipple,multi
Hayward,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.67052,-122.12068,,,2447,,,20-12-14,2014,fall,december,,-40.46,-5,,,Tipple,Tipple,multi
San Lorenzo,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.68063,-122.12635,,,2446,,,20-12-14,2014,fall,december,,-47.64,-6.17,,,Tipple,Tipple,multi
San Leandro,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.6914,-122.1532,,,2441,,,20-12-14,2014,fall,december,,-43.26,-5.19,,,Tipple,Tipple,multi
Castro Valley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.69193,-122.08955,,,2445,,,20-12-14,2014,fall,december,,-49.66,-5.97,,,Tipple,Tipple,multi
San Leandro,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.69332,-122.11042,,,2443,,,20-12-14,2014,fall,december,,-84.64,-11.43,,,Tipple,Tipple,multi
Castro Valley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.69344,-122.07043,,,2444,,,20-12-14,2014,fall,december,,-82.17,-11.14,,,Tipple,Tipple,multi
San Leandro,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.70803,-122.13313,,,2442,,,20-12-14,2014,fall,december,,-46.42,-8.55,,,Tipple,Tipple,multi
San Leandro,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.72653,-122.15376,,,2440,,,20-12-14,2014,fall,december,,-45.29,-5.61,,,Tipple,Tipple,multi
Alameda,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.76078,-122.24376,,,2438,,,20-12-14,2014,fall,december,,-87.95,-11.48,,,Tipple,Tipple,multi
Alameda,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.76712,-122.24226,,,2437,,,20-12-14,2014,fall,december,,-84.04,-11.45,,,Tipple,Tipple,multi
Alameda,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.76824,-122.23314,0,,2436,,,20-12-14,2014,fall,december,,-84.39,-11.54,,,Tipple,Tipple,multi
Oakland,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.77757,-122.22631,0,,2435,,,20-12-14,2014,fall,december,,-86.72,-11.53,,,Tipple,Tipple,multi
Alameda,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.7796,-122.27566,0,,2439,,,20-12-14,2014,fall,december,,-85.82,-11.47,,,Tipple,Tipple,multi
Oakland,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.78802,-122.2464,,,2434,,,20-12-14,2014,fall,december,,-87.41,-11.68,,,Tipple,Tipple,multi
Oakland,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.80058,-122.26424,,,2433,,,20-12-14,2014,fall,december,,-87.44,-11.71,,,Tipple,Tipple,multi
Oakland,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.81294,-122.26062,0,,2432,,,20-12-14,2014,fall,december,,-85.87,-11.44,,,Tipple,Tipple,multi
Rockridge (Oakland),25.5,San_Francisco,San_Francisco_Dic-14,CA,37.8406,-122.25011,,,2431,,,20-12-14,2014,fall,december,,-88.93,-11.82,,,Tipple,Tipple,multi
Emeryville,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.84203,-122.29341,,,2430,,,20-12-14,2014,fall,december,,-87.36,-11.82,,,Tipple,Tipple,multi
Berkeley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.85677,-122.27316,0,,2405,,,20-12-14,2014,fall,december,,-87.91,-11.88,,,Tipple,Tipple,multi
Berkeley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.86137,-122.25682,0,,2404,,,20-12-14,2014,fall,december,,-88.77,-12.01,,,Tipple,Tipple,multi
Berkeley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.86738,-122.26925,,,2403,,,20-12-14,2014,fall,december,,-88.39,-12.01,,,Tipple,Tipple,multi
Berkeley,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.88552,-122.27565,,,2402,,,20-12-14,2014,fall,december,,-89.23,-11.68,,,Tipple,Tipple,multi
Albany,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.88818,-122.29294,,,2400,,,20-12-14,2014,fall,december,,-87.23,-11.46,,,Tipple,Tipple,multi
El Cerrito,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.90743,-122.30677,13.587917,,2401,,,20-12-14,2014,fall,december,,-87.88,-11.92,,,Tipple,Tipple,multi
El Cerrito,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.9083,-122.3039,,,2399,,,20-12-14,2014,fall,december,,-86.48,-11.72,,,Tipple,Tipple,multi
Point Richmond,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.91678,-122.38455,,,2397,,,20-12-14,2014,fall,december,,-77.76,-10.54,,,Tipple,Tipple,multi
Corte Madera,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.92599,-122.52954,0,,2389,,,20-12-14,2014,fall,december,,-25.15,-3.64,,,Tipple,Tipple,multi
Point Richmond,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.92678,-122.38502,,,2396,,,20-12-14,2014,fall,december,,-77.11,-10.29,,,Tipple,Tipple,multi
Corte Madera,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.93124,-122.51742,,,2388,,,20-12-14,2014,fall,december,,-37.3,-5.93,,,Tipple,Tipple,multi
Larkspur,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.93439,-122.53565,,,2390,,,20-12-14,2014,fall,december,,-28.42,-4.12,,,Tipple,Tipple,multi
Richmond,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.93604,-122.34732,,,2398,,,20-12-14,2014,fall,december,,-69.91,-9.29,,,Tipple,Tipple,multi
Lakespur,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.93956,-122.52936,,,2391,,,20-12-14,2014,fall,december,,-27.74,-3.68,,,Tipple,Tipple,multi
Greenbrae,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.94861,-122.53791,,,2392,,,20-12-14,2014,fall,december,,-41.32,-5.97,,,Tipple,Tipple,multi
San Rafael,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.9661,-122.5369,,,2393,,,20-12-14,2014,fall,december,,-40.51,-5.54,,,Tipple,Tipple,multi
San Rafael,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.96826,-122.52644,,,2394,,,20-12-14,2014,fall,december,,-39.57,-5.68,,,Tipple,Tipple,multi
San Rafael,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.97124,-122.51845,,,2395,,,20-12-14,2014,fall,december,,-40.28,-6.04,,,Tipple,Tipple,multi
Burlingame,25.5,San_Francisco,San_Francisco_Dic-14,CA,37.59209,-122.3574,,,2484,,,21-12-14,2014,winter,december,,-103.4,-13.86,,,Tipple,Tipple,multi
Draper,NC,NC,NC,NC,40.48532,-111.88387,1475,,2541,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.97,-15.68,,,Tipple,Tipple,NC
Bluffdale,NC,NC,NC,NC,40.48933,-111.94077,1358,,2547,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.03,-15.8,,,Tipple,Tipple,NC
Draper,NC,NC,NC,NC,40.50677,-111.84499,1428,,2540,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.16,-16.1,,,Tipple,Tipple,NC
Riverton,NC,NC,NC,NC,40.50744,-111.97805,1394.16,,2552,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-115.35,-14.58,,,Tipple,Tipple,NC
Draper,NC,NC,NC,NC,40.52439,-111.85413,1383,,2539,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.01,-16.04,,,Tipple,Tipple,NC
South Jordan,NC,NC,NC,NC,40.54474,-111.93937,1357,,2558,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.62,-15.64,,,Tipple,Tipple,NC
Sandy,NC,NC,NC,NC,40.55982,-111.854,1426,,2534,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.49,-15.88,,,Tipple,Tipple,NC
South Jordan,NC,NC,NC,NC,40.56183,-111.9866,1435,,2559,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.52,-15.72,,,Tipple,Tipple,NC
Sandy,NC,NC,NC,NC,40.58002,-111.83682,,,2528,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.02,-15.95,,,Tipple,Tipple,NC
West Jordan,NC,NC,NC,NC,40.58742,-111.92827,,,2569,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-122.13,-15.87,,,Tipple,Tipple,NC
Cottonwood Heights,NC,NC,NC,NC,40.61903,-111.78969,1499,,2527,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.6,-15.89,,,Tipple,Tipple,NC
Midvale,NC,NC,NC,NC,40.62033,-111.87249,1354,,2521,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-119.8,-15.87,,,Tipple,Tipple,NC
Salt Lake City,NC,NC,NC,NC,40.64802,-111.86725,,,2520,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.48,-16.14,,,Tipple,Tipple,NC
Murray,NC,NC,NC,NC,40.65838,-111.88741,1311,,2515,,,17-02-15,2015,winter,february,"NC because although it is spatially clustered (1-SLC_Area), isn’t temporarily. Not used for analysis.",-120.63,-16.15,,,Tipple,Tipple,NC
